"","Name","Ticker","Sector","name_tick"
"1216","Aspocomp Group Oyj","ACG1V.NO","Industrials","Aspocomp Group Oyj (ACG1V.NO)"
"1217","Active Biotech","ACTI.NO","Health Care","Active Biotech (ACTI.NO)"
"1218","Agat Ejendomme","AGAT.NO","Financials","Agat Ejendomme (AGAT.NO)"
"1219","AGF B","AGF-B.NO","Consumer Services","AGF B (AGF-B.NO)"
"1220","Agromino","AGRO.NO","Consumer Goods","Agromino (AGRO.NO)"
"1221","Andersen & Martini Holding B","AM-B.NO","Consumer Services","Andersen & Martini Holding B (AM-B.NO)"
"1222","Anoto Group","ANOT.NO","Technology","Anoto Group (ANOT.NO)"
"1223","Brdr. A & O Johansen præf.","AOJ-P.NO","Industrials","Brdr. A & O Johansen præf. (AOJ-P.NO)"
"1224","Apetit Oyj","APETIT.NO","Consumer Goods","Apetit Oyj (APETIT.NO)"
"1225","Arise","ARISE.NO","Utilities","Arise (ARISE.NO)"
"1226","Arctic Paper","ARP.NO","Basic Materials","Arctic Paper (ARP.NO)"
"1227","Athena Investments","ATHENA.NO","Utilities","Athena Investments (ATHENA.NO)"
"1228","Actic Group","ATIC.NO","Consumer Services","Actic Group (ATIC.NO)"
"1229","Atlantic Petroleum","ATLA-DKK.NO","Oil & Gas","Atlantic Petroleum (ATLA-DKK.NO)"
"1230","A3 Allmänna IT- och Telekom.","ATRE.NO","Telecommunications","A3 Allmänna IT- och Telekom. (ATRE.NO)"
"1231","B3 Consulting Group","B3.NO","Technology","B3 Consulting Group (B3.NO)"
"1232","Bactiguard Holding B","BACTI-B.NO","Health Care","Bactiguard Holding B (BACTI-B.NO)"
"1233","Balco Group","BALCO.NO","Industrials","Balco Group (BALCO.NO)"
"1234","BE Group","BEGR.NO","Basic Materials","BE Group (BEGR.NO)"
"1235","Beijer Electronics Group","BELE.NO","Industrials","Beijer Electronics Group (BELE.NO)"
"1236","Brøndby IF","BIF.NO","Consumer Services","Brøndby IF (BIF.NO)"
"1237","BioInvent International","BINV.NO","Health Care","BioInvent International (BINV.NO)"
"1238","Biohit Oyj B","BIOBV.NO","Health Care","Biohit Oyj B (BIOBV.NO)"
"1239","BioPorto","BIOPOR.NO","Health Care","BioPorto (BIOPOR.NO)"
"1240","Blue Vision A","BLVIS-A.NO","Financials","Blue Vision A (BLVIS-A.NO)"
"1241","Boliga Gruppen","BOLIGA.NO","Consumer Services","Boliga Gruppen (BOLIGA.NO)"
"1242","BONESUPPORT HOLDING","BONEX.NO","Health Care","BONESUPPORT HOLDING (BONEX.NO)"
"1243","Bong","BONG.NO","Industrials","Bong (BONG.NO)"
"1244","F.E. Bording B","BORD-B.NO","Industrials","F.E. Bording B (BORD-B.NO)"
"1245","Björn Borg","BORG.NO","Consumer Goods","Björn Borg (BORG.NO)"
"1246","BoStad B","BOSTAD-B.NO","Financials","BoStad B (BOSTAD-B.NO)"
"1247","Boule Diagnostics","BOUL.NO","Health Care","Boule Diagnostics (BOUL.NO)"
"1248","Bergs Timber B","BRG-B.NO","Basic Materials","Bergs Timber B (BRG-B.NO)"
"1249","Brinova Fastigheter B","BRIN-B.NO","Financials","Brinova Fastigheter B (BRIN-B.NO)"
"1250","Cantargia","CANTA.NO","Health Care","Cantargia (CANTA.NO)"
"1251","CBRAIN","CBRAIN.NO","Technology","CBRAIN (CBRAIN.NO)"
"1252","Christian Berner Tech Trade B","CBTT-B.NO","Industrials","Christian Berner Tech Trade B (CBTT-B.NO)"
"1253","Concordia Maritime B","CCOR-B.NO","Industrials","Concordia Maritime B (CCOR-B.NO)"
"1254","Cemat","CEMAT.NO","Financials","Cemat (CEMAT.NO)"
"1255","Consilium B","CONS-B.NO","Industrials","Consilium B (CONS-B.NO)"
"1256","Consti Yhtiöt Oyj","CONSTI.NO","Industrials","Consti Yhtiöt Oyj (CONSTI.NO)"
"1257","Copenhagen Capital Præf","CPHCAP-PREF.NO","Financials","Copenhagen Capital Præf (CPHCAP-PREF.NO)"
"1258","Copenhagen Capital Stam","CPHCAP-ST.NO","Financials","Copenhagen Capital Stam (CPHCAP-ST.NO)"
"1259","C-RAD B","CRAD-B.NO","Health Care","C-RAD B (CRAD-B.NO)"
"1260","Componenta Oyj","CTH1V.NO","Industrials","Componenta Oyj (CTH1V.NO)"
"1261","CTT Systems","CTT.NO","Industrials","CTT Systems (CTT.NO)"
"1262","Danske Andelskassers Bank","DAB.NO","Financials","Danske Andelskassers Bank (DAB.NO)"
"1263","Dantax","DANT.NO","Consumer Goods","Dantax (DANT.NO)"
"1264","Dedicare B","DEDI.NO","Health Care","Dedicare B (DEDI.NO)"
"1265","Digia Oyj","DIGIA.NO","Technology","Digia Oyj (DIGIA.NO)"
"1266","Digitalist Group Oyj","DIGIGR.NO","Technology","Digitalist Group Oyj (DIGIGR.NO)"
"1267","Den Jyske Sparekasse","DJS.NO","Financials","Den Jyske Sparekasse (DJS.NO)"
"1268","Djurslands Bank","DJUR.NO","Financials","Djurslands Bank (DJUR.NO)"
"1269","DORO","DORO.NO","Technology","DORO (DORO.NO)"
"1270","Dovre Group Oyj","DOV1V.NO","Industrials","Dovre Group Oyj (DOV1V.NO)"
"1271","Duroc B","DURC-B.NO","Industrials","Duroc B (DURC-B.NO)"
"1272","EAB Group Oyj","EAB.NO","Financials","EAB Group Oyj (EAB.NO)"
"1273","EAC Invest","EAC.NO","Industrials","EAC Invest (EAC.NO)"
"1274","Edgeware","EDGE.NO","Technology","Edgeware (EDGE.NO)"
"1275","Elecster Oyj A","ELEAV.NO","Industrials","Elecster Oyj A (ELEAV.NO)"
"1276","Electra Gruppen","ELEC.NO","Consumer Services","Electra Gruppen (ELEC.NO)"
"1277","Elos Medtech B","ELOS-B.NO","Health Care","Elos Medtech B (ELOS-B.NO)"
"1278","Empir Group B","EMPIR-B.NO","Technology","Empir Group B (EMPIR-B.NO)"
"1279","Endomines","ENDO.NO","Basic Materials","Endomines (ENDO.NO)"
"1280","Endomines","ENDOM.NO","Basic Materials","Endomines (ENDOM.NO)"
"1281","Enedo Oyj","ENEDO.NO","Industrials","Enedo Oyj (ENEDO.NO)"
"1282","Eniro","ENRO.NO","Consumer Services","Eniro (ENRO.NO)"
"1283","Eniro pref","ENRO-PREF.NO","Consumer Services","Eniro pref (ENRO-PREF.NO)"
"1284","Episurf B","EPIS-B.NO","Health Care","Episurf B (EPIS-B.NO)"
"1285","Etrion","ETX.NO","Utilities","Etrion (ETX.NO)"
"1286","eWork Group","EWRK.NO","Industrials","eWork Group (EWRK.NO)"
"1287","Exel Composites Oyj","EXL1V.NO","Industrials","Exel Composites Oyj (EXL1V.NO)"
"1288","Fast Ejendom Danmark","FED.NO","Financials","Fast Ejendom Danmark (FED.NO)"
"1289","Feelgood Svenska","FEEL.NO","Health Care","Feelgood Svenska (FEEL.NO)"
"1290","FirstFarms","FFARMS.NO","Consumer Goods","FirstFarms (FFARMS.NO)"
"1291","Flügger group B","FLUG-B.NO","Industrials","Flügger group B (FLUG-B.NO)"
"1292","FM Mattsson Mora Group B","FMM-B.NO","Industrials","FM Mattsson Mora Group B (FMM-B.NO)"
"1293","FormPipe Software","FPIP.NO","Technology","FormPipe Software (FPIP.NO)"
"1294","Fynske Bank","FYNBK.NO","Financials","Fynske Bank (FYNBK.NO)"
"1295","Gabriel Holding","GABR.NO","Consumer Goods","Gabriel Holding (GABR.NO)"
"1296","German High Street Properties","GERHSP.NO","Financials","German High Street Properties (GERHSP.NO)"
"1297","GHP Specialty Care","GHP.NO","Health Care","GHP Specialty Care (GHP.NO)"
"1298","Gaming Innovation Group","GIGSEK.NO","Consumer Services","Gaming Innovation Group (GIGSEK.NO)"
"1299","Glunz & Jensen Holding","GJ.NO","Industrials","Glunz & Jensen Holding (GJ.NO)"
"1300","Glaston Oyj Abp","GLA1V.NO","Industrials","Glaston Oyj Abp (GLA1V.NO)"
"1301","Green Landscaping Group","GREEN.NO","Industrials","Green Landscaping Group (GREEN.NO)"
"1302","Grønlandsbanken","GRLA.NO","Financials","Grønlandsbanken (GRLA.NO)"
"1303","Gyldendal A","GYLD-A.NO","Consumer Services","Gyldendal A (GYLD-A.NO)"
"1304","Gyldendal B","GYLD-B.NO","Consumer Services","Gyldendal B (GYLD-B.NO)"
"1305","Hanza Holding","HANZA.NO","Industrials","Hanza Holding (HANZA.NO)"
"1306","Harboes Bryggeri B","HARB-B.NO","Consumer Goods","Harboes Bryggeri B (HARB-B.NO)"
"1307","Harvia Oyj","HARVIA.NO","Consumer Goods","Harvia Oyj (HARVIA.NO)"
"1308","Havsfrun Investment B","HAV-B.NO","Financials","Havsfrun Investment B (HAV-B.NO)"
"1309","Heimavellir","HEIMA.NO","Financials","Heimavellir (HEIMA.NO)"
"1310","Honkarakenne Oyj B","HONBS.NO","Consumer Goods","Honkarakenne Oyj B (HONBS.NO)"
"1311","Hvidbjerg Bank","HVID.NO","Financials","Hvidbjerg Bank (HVID.NO)"
"1312","Incap Oyj","ICP1V.NO","Industrials","Incap Oyj (ICP1V.NO)"
"1313","ICTA","ICTA.NO","Industrials","ICTA (ICTA.NO)"
"1314","Innofactor Plc","IFA1V.NO","Technology","Innofactor Plc (IFA1V.NO)"
"1315","Ilkka-Yhtymä Oyj 2","ILK2S.NO","Consumer Services","Ilkka-Yhtymä Oyj 2 (ILK2S.NO)"
"1316","InterMail","IMAIL.NO","Industrials","InterMail (IMAIL.NO)"
"1317","Immunicum","IMMU.NO","Health Care","Immunicum (IMMU.NO)"
"1318","Investors House Oyj","INVEST.NO","Financials","Investors House Oyj (INVEST.NO)"
"1319","Image Systems","IS.NO","Industrials","Image Systems (IS.NO)"
"1320","KABE Group B","KABE-B.NO","Consumer Goods","KABE Group B (KABE-B.NO)"
"1321","Karolinska Development B","KDEV.NO","Health Care","Karolinska Development B (KDEV.NO)"
"1322","Kesla Oyj A","KELAS.NO","Industrials","Kesla Oyj A (KELAS.NO)"
"1323","Brd. Klee B","KLEE-B.NO","Industrials","Brd. Klee B (KLEE-B.NO)"
"1324","Kreditbanken","KRE.NO","Financials","Kreditbanken (KRE.NO)"
"1325","Keskisuomalainen Oyj A","KSLAV.NO","Consumer Services","Keskisuomalainen Oyj A (KSLAV.NO)"
"1326","Kvika banki","KVIKA.NO","Financials","Kvika banki (KVIKA.NO)"
"1327","Lammhults Design Group B","LAMM-B.NO","Consumer Goods","Lammhults Design Group B (LAMM-B.NO)"
"1328","Lime Technologies","LIME.NO","Technology","Lime Technologies (LIME.NO)"
"1329","Lollands Bank","LOLB.NO","Financials","Lollands Bank (LOLB.NO)"
"1330","Luxor B","LUXOR-B.NO","Financials","Luxor B (LUXOR-B.NO)"
"1331","Magnolia Bostad","MAG.NO","Financials","Magnolia Bostad (MAG.NO)"
"1332","Martela Oyj A","MARAS.NO","Consumer Goods","Martela Oyj A (MARAS.NO)"
"1333","MedCap","MCAP.NO","Health Care","MedCap (MCAP.NO)"
"1334","Malmbergs Elektriska B","MEAB-B.NO","Industrials","Malmbergs Elektriska B (MEAB-B.NO)"
"1335","Midway A","MIDW-A.NO","Financials","Midway A (MIDW-A.NO)"
"1336","Midway B","MIDW-B.NO","Financials","Midway B (MIDW-B.NO)"
"1337","Migatronic B","MIGA-B.NO","Industrials","Migatronic B (MIGA-B.NO)"
"1338","Møns Bank","MNBA.NO","Financials","Møns Bank (MNBA.NO)"
"1339","Moberg Pharma","MOB.NO","Health Care","Moberg Pharma (MOB.NO)"
"1340","Moment Group","MOMENT.NO","Consumer Services","Moment Group (MOMENT.NO)"
"1341","MQ Holding","MQ.NO","Consumer Services","MQ Holding (MQ.NO)"
"1342","Micro Systemation B","MSAB-B.NO","Technology","Micro Systemation B (MSAB-B.NO)"
"1343","MT Højgaard Holding","MTHH.NO","Industrials","MT Højgaard Holding (MTHH.NO)"
"1344","MultiQ International","MULQ.NO","Technology","MultiQ International (MULQ.NO)"
"1345","Medivir B","MVIR-B.NO","Health Care","Medivir B (MVIR-B.NO)"
"1346","NAXS","NAXS.NO","Financials","NAXS (NAXS.NO)"
"1347","NCAB Group","NCAB.NO","Technology","NCAB Group (NCAB.NO)"
"1348","Neo Industrial Oyj","NEO1V.NO","Industrials","Neo Industrial Oyj (NEO1V.NO)"
"1349","Net Insight B","NETI-B.NO","Technology","Net Insight B (NETI-B.NO)"
"1350","Newcap Holding","NEWCAP.NO","Financials","Newcap Holding (NEWCAP.NO)"
"1351","NGS Group","NGS.NO","Financials","NGS Group (NGS.NO)"
"1352","Nilörngruppen B","NIL-B.NO","Consumer Goods","Nilörngruppen B (NIL-B.NO)"
"1353","Nixu Oyj","NIXU.NO","Technology","Nixu Oyj (NIXU.NO)"
"1354","Nurminen Logistics Oyj","NLG1V.NO","Industrials","Nurminen Logistics Oyj (NLG1V.NO)"
"1355","Nordic Shipholding","NORDIC.NO","Oil & Gas","Nordic Shipholding (NORDIC.NO)"
"1356","North Media","NORTHM.NO","Consumer Services","North Media (NORTHM.NO)"
"1357","NOTE","NOTE.NO","Industrials","NOTE (NOTE.NO)"
"1358","Nordfyns Bank","NRDF.NO","Financials","Nordfyns Bank (NRDF.NO)"
"1359","NOVOTEK B","NTEK-B.NO","Technology","NOVOTEK B (NTEK-B.NO)"
"1360","NTR Holding B","NTR-B.NO","Industrials","NTR Holding B (NTR-B.NO)"
"1361","NeuroVive Pharmaceutical","NVP.NO","Health Care","NeuroVive Pharmaceutical (NVP.NO)"
"1362","Odd Molly International","ODD.NO","Consumer Goods","Odd Molly International (ODD.NO)"
"1363","Onxeo","ONXEO.NO","Health Care","Onxeo (ONXEO.NO)"
"1364","Oscar Properties Holding","OP.NO","Financials","Oscar Properties Holding (OP.NO)"
"1365","Oscar Properties Holding PREF","OP-PREF.NO","Financials","Oscar Properties Holding PREF (OP-PREF.NO)"
"1366","Oscar Properties Holding PREFB","OP-PREFB.NO","Financials","Oscar Properties Holding PREFB (OP-PREFB.NO)"
"1367","Optomed Oyj","OPTOMED.NO","Health Care","Optomed Oyj (OPTOMED.NO)"
"1368","Origo","ORIGO.NO","Technology","Origo (ORIGO.NO)"
"1369","Ortivus A","ORTI-A.NO","Health Care","Ortivus A (ORTI-A.NO)"
"1370","Ortivus B","ORTI-B.NO","Health Care","Ortivus B (ORTI-B.NO)"
"1371","Ovaro Kiinteistösijoitus Oyj","OVARO.NO","Financials","Ovaro Kiinteistösijoitus Oyj (OVARO.NO)"
"1372","PARKEN Sport & Entertainment","PARKEN.NO","Consumer Services","PARKEN Sport & Entertainment (PARKEN.NO)"
"1373","Projektengagemang Sweden B","PENG-B.NO","Industrials","Projektengagemang Sweden B (PENG-B.NO)"
"1374","PledPharma","PLED.NO","Health Care","PledPharma (PLED.NO)"
"1375","Panostaja Oyj","PNA1V.NO","Financials","Panostaja Oyj (PNA1V.NO)"
"1376","Poolia B","POOL-B.NO","Industrials","Poolia B (POOL-B.NO)"
"1377","Precise Biometrics","PREC.NO","Industrials","Precise Biometrics (PREC.NO)"
"1378","Prevas B","PREV-B.NO","Technology","Prevas B (PREV-B.NO)"
"1379","Pricer B","PRIC-B.NO","Industrials","Pricer B (PRIC-B.NO)"
"1380","Prime Office","PRIMOF.NO","Financials","Prime Office (PRIMOF.NO)"
"1381","Profilgruppen B","PROF-B.NO","Basic Materials","Profilgruppen B (PROF-B.NO)"
"1382","Park Street Nordicom A","PSNRDC-A.NO","Financials","Park Street Nordicom A (PSNRDC-A.NO)"
"1383","PunaMusta Media Oyj","PUMU.NO","Consumer Services","PunaMusta Media Oyj (PUMU.NO)"
"1384","QPR Software Oyj","QPR1V.NO","Technology","QPR Software Oyj (QPR1V.NO)"
"1385","Railcare Group","RAIL.NO","Industrials","Railcare Group (RAIL.NO)"
"1386","Rapala VMC Oyj","RAP1V.NO","Consumer Goods","Rapala VMC Oyj (RAP1V.NO)"
"1387","Raute Oyj A","RAUTE.NO","Industrials","Raute Oyj A (RAUTE.NO)"
"1388","Roblon B","RBLN-B.NO","Industrials","Roblon B (RBLN-B.NO)"
"1389","Rejlers B","REJL-B.NO","Industrials","Rejlers B (REJL-B.NO)"
"1390","Rias B","RIAS-B.NO","Industrials","Rias B (RIAS-B.NO)"
"1391","RNB RETAIL AND BRANDS","RNBS.NO","Consumer Services","RNB RETAIL AND BRANDS (RNBS.NO)"
"1392","Robit Oyj","ROBIT.NO","Industrials","Robit Oyj (ROBIT.NO)"
"1393","Rovsing","ROV.NO","Industrials","Rovsing (ROV.NO)"
"1394","Saga Furs Oyj C","SAGCV.NO","Consumer Goods","Saga Furs Oyj C (SAGCV.NO)"
"1395","Salling Bank","SALB.NO","Financials","Salling Bank (SALB.NO)"
"1396","Sanistål","SANI.NO","Consumer Services","Sanistål (SANI.NO)"
"1397","Saniona","SANION.NO","Health Care","Saniona (SANION.NO)"
"1398","Scandinavian Brake Systems","SBS.NO","Consumer Goods","Scandinavian Brake Systems (SBS.NO)"
"1399","Small Cap Danmark","SCD.NO","Financials","Small Cap Danmark (SCD.NO)"
"1400","Semcon","SEMC.NO","Industrials","Semcon (SEMC.NO)"
"1401","Sensys Gatso Group","SENS.NO","Industrials","Sensys Gatso Group (SENS.NO)"
"1402","Sievi Capital Oyj","SIEVI.NO","Financials","Sievi Capital Oyj (SIEVI.NO)"
"1403","Silkeborg IF Invest","SIF.NO","Consumer Services","Silkeborg IF Invest (SIF.NO)"
"1404","Scandinavian Investment Group","SIG.NO","Industrials","Scandinavian Investment Group (SIG.NO)"
"1405","Siili Solutions Oyj","SIILI.NO","Technology","Siili Solutions Oyj (SIILI.NO)"
"1406","Silmäasema Oyj","SILMA.NO","Health Care","Silmäasema Oyj (SILMA.NO)"
"1407","SinterCast","SINT.NO","Industrials","SinterCast (SINT.NO)"
"1408","SKAKO","SKAKO.NO","Industrials","SKAKO (SKAKO.NO)"
"1409","Skeljungur","SKEL.NO","Oil & Gas","Skeljungur (SKEL.NO)"
"1410","Skjern Bank","SKJE.NO","Financials","Skjern Bank (SKJE.NO)"
"1411","Softronic B","SOF-B.NO","Technology","Softronic B (SOF-B.NO)"
"1412","Solteq Oyj","SOLTEQ.NO","Technology","Solteq Oyj (SOLTEQ.NO)"
"1413","Soprano Oyj","SOPRA.NO","Technology","Soprano Oyj (SOPRA.NO)"
"1414","Sotkamo Silver AB","SOSI1.NO","Basic Materials","Sotkamo Silver AB (SOSI1.NO)"
"1415","Sportamore","SPOR.NO","Consumer Services","Sportamore (SPOR.NO)"
"1416","Serneke Group B","SRNKE-B.NO","Industrials","Serneke Group B (SRNKE-B.NO)"
"1417","SRV Yhtiöt Oyj","SRV1V.NO","Industrials","SRV Yhtiöt Oyj (SRV1V.NO)"
"1418","SSH Communications Security","SSH1V.NO","Technology","SSH Communications Security (SSH1V.NO)"
"1419","SSM Holding","SSM.NO","Financials","SSM Holding (SSM.NO)"
"1420","Starbreeze A","STAR-A.NO","Technology","Starbreeze A (STAR-A.NO)"
"1421","Starbreeze B","STAR-B.NO","Technology","Starbreeze B (STAR-B.NO)"
"1422","Strax","STRAX.NO","Consumer Goods","Strax (STRAX.NO)"
"1423","Strategic Investments","STRINV.NO","Financials","Strategic Investments (STRINV.NO)"
"1424","Stockwik Förvaltning","STWK.NO","Technology","Stockwik Förvaltning (STWK.NO)"
"1425","Suominen Oyj","SUY1V.NO","Consumer Goods","Suominen Oyj (SUY1V.NO)"
"1426","Svedbergs B","SVED-B.NO","Industrials","Svedbergs B (SVED-B.NO)"
"1427","Studsvik","SVIK.NO","Industrials","Studsvik (SVIK.NO)"
"1428","Sýn","SYN.NO","Telecommunications","Sýn (SYN.NO)"
"1429","TCM Group","TCM.NO","Consumer Goods","TCM Group (TCM.NO)"
"1430","Tecnotree Oyj","TEM1V.NO","Technology","Tecnotree Oyj (TEM1V.NO)"
"1431","Teleste Oyj","TLT1V.NO","Technology","Teleste Oyj (TLT1V.NO)"
"1432","Totalbanken","TOTA.NO","Financials","Totalbanken (TOTA.NO)"
"1433","TradeDoubler","TRAD.NO","Consumer Services","TradeDoubler (TRAD.NO)"
"1434","Trention","TRENT.NO","Consumer Goods","Trention (TRENT.NO)"
"1435","Trainers´ House Oyj","TRH1V.NO","Technology","Trainers´ House Oyj (TRH1V.NO)"
"1436","Tulikivi Oyj A","TULAV.NO","Industrials","Tulikivi Oyj A (TULAV.NO)"
"1437","Plc Uutechnic Group Oyj","UUTEC.NO","Industrials","Plc Uutechnic Group Oyj (UUTEC.NO)"
"1438","Valoe Oyj","VALOE.NO","Industrials","Valoe Oyj (VALOE.NO)"
"1439","Vicore Pharma Holding","VICO.NO","Health Care","Vicore Pharma Holding (VICO.NO)"
"1440","Victoria Properties","VIPRO.NO","Financials","Victoria Properties (VIPRO.NO)"
"1441","Venue Retail Group B","VRG-B.NO","Consumer Services","Venue Retail Group B (VRG-B.NO)"
"1442","Viking Supply Ships B","VSSAB-B.NO","Industrials","Viking Supply Ships B (VSSAB-B.NO)"
"1443","Wise Group","WISE.NO","Industrials","Wise Group (WISE.NO)"
"1444","Wulff-Yhtiöt Oyj","WUF1V.NO","Industrials","Wulff-Yhtiöt Oyj (WUF1V.NO)"
"1445","Xbrane Biopharma","XBRANE.NO","Health Care","Xbrane Biopharma (XBRANE.NO)"
"1446","Xspray Pharma","XSPRAY.NO","Health Care","Xspray Pharma (XSPRAY.NO)"
"1447","Yleiselektroniikka Oyj","YEINT.NO","Industrials","Yleiselektroniikka Oyj (YEINT.NO)"
"1448","ZetaDisplay","ZETA.NO","Technology","ZetaDisplay (ZETA.NO)"
"1449","2020 Bulkers","2020o.NO","","2020 Bulkers (2020o.NO)"
"1450","Aqua Bio Technology","ABTo.NO","","Aqua Bio Technology (ABTo.NO)"
"1451","Adevinta","ADEo.NO","","Adevinta (ADEo.NO)"
"1452","Aega","AEGAo.NO","","Aega (AEGAo.NO)"
"1453","AF Gruppen","AFGo.NO","","AF Gruppen (AFGo.NO)"
"1454","Arendals Fossekompani","AFKo.NO","","Arendals Fossekompani (AFKo.NO)"
"1455","Axxis Geo Solutions","AGSo.NO","","Axxis Geo Solutions (AGSo.NO)"
"1456","Akastor","AKAo.NO","Oil & Gas","Akastor (AKAo.NO)"
"1457","Aker BP","AKERBPo.NO","","Aker BP (AKERBPo.NO)"
"1458","Aker","AKERo.NO","Financials","Aker (AKERo.NO)"
"1459","Aker Solutions","AKSOo.NO","","Aker Solutions (AKSOo.NO)"
"1460","AKVA Group","AKVAo.NO","","AKVA Group (AKVAo.NO)"
"1461","Awilco LNG","ALNGo.NO","","Awilco LNG (ALNGo.NO)"
"1462","American Shipping Company","AMSCo.NO","","American Shipping Company (AMSCo.NO)"
"1463","AqualisBraemar","AQUAo.NO","","AqualisBraemar (AQUAo.NO)"
"1464","Archer","ARCHERo.NO","Oil & Gas","Archer (ARCHERo.NO)"
"1465","Arcus","ARCUSo.NO","","Arcus (ARCUSo.NO)"
"1466","ABG Sundal Collier Holding","ASCo.NO","","ABG Sundal Collier Holding (ASCo.NO)"
"1467","Asetek","ASETEKo.NO","","Asetek (ASETEKo.NO)"
"1468","Atea","ATEAo.NO","Technology","Atea (ATEAo.NO)"
"1469","Atlantic Petroleum","ATLA-NOKo.NO","Oil & Gas","Atlantic Petroleum (ATLA-NOKo.NO)"
"1470","Austevoll Seafood","AUSSo.NO","","Austevoll Seafood (AUSSo.NO)"
"1471","Avance Gas Holding Ltd.","AVANCEo.NO","Oil & Gas","Avance Gas Holding Ltd. (AVANCEo.NO)"
"1472","Avocet Mining","AVMo.NO","","Avocet Mining (AVMo.NO)"
"1473","Awilco Drilling","AWDRo.NO","","Awilco Drilling (AWDRo.NO)"
"1474","Axactor","AXAo.NO","","Axactor (AXAo.NO)"
"1475","B2Holding","B2Ho.NO","","B2Holding (B2Ho.NO)"
"1476","Bakkafrost","BAKKAo.NO","","Bakkafrost (BAKKAo.NO)"
"1477","Borr Drilling","BDRILLo.NO","","Borr Drilling (BDRILLo.NO)"
"1478","Belships","BELo.NO","","Belships (BELo.NO)"
"1479","BerGenBio","BGBIOo.NO","","BerGenBio (BGBIOo.NO)"
"1480","Biotec Pharmacon","BIOTECo.NO","","Biotec Pharmacon (BIOTECo.NO)"
"1481","Byggma","BMAo.NO","","Byggma (BMAo.NO)"
"1482","Bonheur","BONo.NO","","Bonheur (BONo.NO)"
"1483","Borgestad","BORo.NO","","Borgestad (BORo.NO)"
"1484","Bouvet","BOUVETo.NO","","Bouvet (BOUVETo.NO)"
"1485","Borregaard","BRGo.NO","","Borregaard (BRGo.NO)"
"1486","BW Energy","BWEo.NO","","BW Energy (BWEo.NO)"
"1487","BW LPG Limited","BWLPGo.NO","","BW LPG Limited (BWLPGo.NO)"
"1488","BW Offshore","BWOo.NO","","BW Offshore (BWOo.NO)"
"1489","Carasent","CARAo.NO","","Carasent (CARAo.NO)"
"1490","ContextVision","COVo.NO","","ContextVision (COVo.NO)"
"1491","Crayon Group Holding","CRAYONo.NO","","Crayon Group Holding (CRAYONo.NO)"
"1492","Data Respons","DATo.NO","","Data Respons (DATo.NO)"
"1493","DNB","DNBo.NO","Financials","DNB (DNBo.NO)"
"1494","DNO","DNOo.NO","Oil & Gas","DNO (DNOo.NO)"
"1495","DOF","DOFo.NO","","DOF (DOFo.NO)"
"1496","EAM Solar","EAMo.NO","","EAM Solar (EAMo.NO)"
"1497","Eidesvik Offshore","EIOFo.NO","","Eidesvik Offshore (EIOFo.NO)"
"1498","Element","ELEo.NO","","Element (ELEo.NO)"
"1499","Elkem","ELKo.NO","","Elkem (ELKo.NO)"
"1500","EMAS Offshore","EMASo.NO","","EMAS Offshore (EMASo.NO)"
"1501","Electromagnetic Geoservices","EMGSo.NO","","Electromagnetic Geoservices (EMGSo.NO)"
"1502","Endúr","ENDURo.NO","","Endúr (ENDURo.NO)"
"1503","Entra","ENTRAo.NO","","Entra (ENTRAo.NO)"
"1504","Europris","EPRo.NO","","Europris (EPRo.NO)"
"1505","Equinor","EQNRo.NO","Oil & Gas","Equinor (EQNRo.NO)"
"1506","5th Planet Games","FIVEPGo.NO","","5th Planet Games (FIVEPGo.NO)"
"1507","Fjord1","FJORDo.NO","","Fjord1 (FJORDo.NO)"
"1508","Fjordkraft Holding","FKRAFTo.NO","","Fjordkraft Holding (FKRAFTo.NO)"
"1509","FLEX LNG","FLNGo.NO","","FLEX LNG (FLNGo.NO)"
"1510","Frontline","FROo.NO","Industrials","Frontline (FROo.NO)"
"1511","Funcom","FUNCOMo.NO","","Funcom (FUNCOMo.NO)"
"1512","Gaming Innovation Group","GIGo.NO","Consumer Services","Gaming Innovation Group (GIGo.NO)"
"1513","Gjensidige Forsikring","GJFo.NO","Financials","Gjensidige Forsikring (GJFo.NO)"
"1514","Goodtech","GODo.NO","","Goodtech (GODo.NO)"
"1515","Golden Ocean Group","GOGLo.NO","","Golden Ocean Group (GOGLo.NO)"
"1516","Grieg Seafood","GSFo.NO","","Grieg Seafood (GSFo.NO)"
"1517","Gyldendal","GYLo.NO","","Gyldendal (GYLo.NO)"
"1518","Hafnia","HAFNIAo.NO","","Hafnia (HAFNIAo.NO)"
"1519","Havila Shipping","HAVIo.NO","","Havila Shipping (HAVIo.NO)"
"1520","Hofseth BioCare","HBCo.NO","","Hofseth BioCare (HBCo.NO)"
"1521","Hexagon Composites","HEXo.NO","","Hexagon Composites (HEXo.NO)"
"1522","Hiddn Solutions","HIDDNo.NO","","Hiddn Solutions (HIDDNo.NO)"
"1523","Höegh LNG Holdings","HLNGo.NO","","Höegh LNG Holdings (HLNGo.NO)"
"1524","Hunter Group","HUNTo.NO","","Hunter Group (HUNTo.NO)"
"1525","Havyard Group","HYARDo.NO","","Havyard Group (HYARDo.NO)"
"1526","Ice Group","ICEo.NO","","Ice Group (ICEo.NO)"
"1527","IDEX Biometrics","IDEXo.NO","","IDEX Biometrics (IDEXo.NO)"
